name,wins_x,losses_x,draws_x,height_cm_x,weight_in_kg_x,reach_in_cm_x,stance_x,date_of_birth_x,significant_strikes_landed_per_minute_x,significant_striking_accuracy_x,significant_strikes_absorbed_per_minute_x,significant_strike_defence_x,average_takedowns_landed_per_15_minutes_x,takedown_accuracy_x,takedown_defense_x,average_submissions_attempted_per_15_minutes_x,country,association,Win-Loss-Draw,Win %,weight_class_2
Edilah Nadrah Johany,2,2,0,154.94,52.16308,154.94,,,,,,,,,,,Malaysia,Ewako Gym,2-2-0.,0.5,Peso Mosca
Kairat Akhmetov,24,24,0,162.56,61.23492,162.56,,,,,,,,,,,Kazakhstan,Alash Pride,24-24-0.,0.5,Peso Galo
Irina Mazepa,2,2,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Russia,,2-2-0.,0.5,Peso Mosca
Robert Gidron,4,4,0,185.42,77.564232,185.42,,,,,,,,,,,United States,Murcielago MMA,4-4-0.,0.5,Peso Médio
Rustam  Hutajulu,3,3,0,0.0,52.16308,0.0,,,,,,,,,,,Indonesia,,3-3-0.,0.5,Peso Mosca
Xiaoliang Zheng,7,7,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,China,Beijing Free Club,7-7-0.,0.5,Peso Mosca
Zhang  You Liang,0,0,0,0.0,61.23492,0.0,,,,,,,,,,,China,Shunyuan Fight Club,0-0-0.,0.0,Peso Galo
Emmanuel Onyedikachi,4,4,0,0.0,92.98636,0.0,,,,,,,,,,,Nigeria,Selapak,4-4-0.,0.5,Peso Meio-Pesado
Tony Zelinski,5,5,0,165.1,61.23492,165.1,,,,,,,,,,,United States,Team Undisputed,5-5-0.,0.5,Peso Galo
Jared Lopez,9,9,0,172.72,61.23492,172.72,,,,,,,,,,,United States,,9-9-0.,0.5,Peso Galo
Anton Talamantes,5,5,0,177.8,92.98636,177.8,,,,,,,,,,,United States,,5-5-0.,0.5,Peso Meio-Pesado
Kritsada Kongsrichai,7,7,0,0.0,52.16308,0.0,,,,,,,,,,,Thailand,,7-7-0.,0.5,Peso Mosca
Jorge Antonio Cezario de Oliveira,9,9,0,177.8,77.11064,177.8,,,,,,,,,,,Brazil,Renovacao Fight Team,9-9-0.,0.5,Peso Meio-Médio
Brad Robinson,3,3,0,182.88,80.28578399999999,182.88,,,,,,,,,,,United States,Fight G,3-3-0.,0.5,Peso Médio
Ed West,25,25,0,175.26,61.23492,175.26,,,,,,,,,,,United States,Apex MMA,25-25-0.,0.5,Peso Galo
Rajinder Singh Meena,9,9,0,172.72,69.853168,172.72,,,,,,,,,,,India,Delhi Wushu Academy,9-9-0.,0.5,Peso Leve
Bokang Masunyane,8,8,0,157.48000000000002,56.699,157.48000000000002,,,,,,,,,,,South Africa,FightFit Militia,8-8-0.,0.5,Peso Mosca
Wuliji Buren,13,13,0,175.26,61.23492,175.26,,,,,,,,,,,China,,13-13-0.,0.5,Peso Galo
Hiroto Uesako,18,18,0,172.72,70.30676,172.72,,,,,,,,,,,Japan,Team Cloud,18-18-0.,0.5,Peso Leve
Ali Zebian,5,5,0,165.1,70.30676,165.1,,,,,,,,,,,United States,Fighting Arts Academy,5-5-0.,0.5,Peso Leve
Pongsiri Mitsatit,10,10,0,162.56,52.16308,162.56,,,,,,,,,,,Thailand,Team Quest Thailand,10-10-0.,0.5,Peso Mosca
Michael Hamida,3,3,0,175.26,70.30676,175.26,,,,,,,,,,,United States,Grand Rapids MMA,3-3-0.,0.5,Peso Leve
Govind Singh,6,6,0,162.56,56.699,162.56,,,,,,,,,,,India,Phuket Top Team,6-6-0.,0.5,Peso Mosca
Jung Hwan Cha,13,13,0,177.8,83.91452,177.8,,,,,,,,,,,South Korea,MMA Story,13-13-0.,0.5,Peso Médio
Wang Hu,1,1,0,0.0,70.30676,0.0,,,,,,,,,,,China,Daqin Qianqiu Fight Club,1-1-0.,0.5,Peso Leve
Long La,1,1,0,162.56,61.23492,162.56,,,,,,,,,,,Cambodia,Cambodian Top Team,1-1-0.,0.5,Peso Galo
Steve Skrzat,8,8,0,180.34,88.45044,180.34,,,,,,,,,,,United States,Rivera Athletic Center,8-8-0.,0.5,Peso Meio-Pesado
Mont McMullens,2,2,0,180.34,113.398,180.34,,,,,,,,,,,United States,Bread and Butter,2-2-0.,0.5,Peso Pesado
Ben Parpart,3,3,0,172.72,61.23492,172.72,,,,,,,,,,,United States,Bull's Gym,3-3-0.,0.5,Peso Galo
Kristi Lopez,2,2,0,165.1,56.699,165.1,,,,,,,,,,,United States,Kings MMA,2-2-0.,0.5,Peso Mosca
Longyun Jiang,6,6,0,165.1,68.0388,165.1,,,,,,,,,,,China,,6-6-0.,0.5,Peso Leve
Jonathan Lemke,7,7,0,172.72,70.30676,172.72,,,,,,,,,,,United States,Team Irish,7-7-0.,0.5,Peso Leve
Joe Heiland,9,9,0,172.72,70.30676,172.72,,,,,,,,,,,United States,Strong Style Fight Team,9-9-0.,0.5,Peso Leve
Christian Ynastrilla,6,6,0,167.64000000000001,59.874144,167.64000000000001,,,,,,,,,,,United States,American Top Team Miramar,6-6-0.,0.5,Peso Galo
Vuyisile Colossa,8,8,0,177.8,83.91452,177.8,,,,,,,,,,,South Africa,IMPI Warrior Systems,8-8-0.,0.5,Peso Médio
Doo Ho Choi,14,14,0,175.26,65.77083999999999,175.26,,,,,,,,,,,South Korea,Busan Team MAD,14-14-0.,0.5,Peso Leve
J.W. Kiser,5,5,0,182.88,102.965384,182.88,,,,,,,,,,,United States,Team Evolution,5-5-0.,0.5,Peso Pesado
Peter Graham,11,11,0,187.96,112.037224,187.96,,,,,,,,,,,Australia,Boxing Works,11-11-0.,0.5,Peso Pesado
Prach Buapa,0,0,0,175.26,65.77083999999999,175.26,,,,,,,,,,,Thailand,Yorky Mixed Martial Arts,0-0-0.,0.0,Peso Leve
Adrian Miles,16,16,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Alan Belcher MMA Club,16-16-0.,0.5,Peso Médio
Michael Quintero,7,7,0,190.5,104.779752,190.5,,,,,,,,,,,United States,Sityodtong LA,7-7-0.,0.5,Peso Pesado
Nicole Chua,1,1,0,152.4,43.544832,152.4,,,,,,,,,,,Singapore,Evolve MMA,1-1-0.,0.5,Peso Palha
Chim  Chetra,1,1,0,0.0,59.874144,0.0,,,,,,,,,,,Cambodia,,1-1-0.,0.5,Peso Galo
Martin Hudson,5,5,0,0.0,77.11064,0.0,,,,,,,,,,,England,Team Crossface,5-5-0.,0.5,Peso Meio-Médio
Ryan Pokryfky,5,5,0,180.34,114.305184,180.34,,,,,,,,,,,United States,,5-5-0.,0.5,Peso Pesado
Johnny Buck,13,13,0,177.8,77.11064,177.8,,,,,,,,,,,United States,Team Huskey,13-13-0.,0.5,Peso Meio-Médio
Weili Zhang,21,21,0,162.56,52.16308,162.56,,,,,,,,,,,China,Black Tiger Fight Club,21-21-0.,0.5,Peso Mosca
Francis Healy,7,7,0,170.18,65.77083999999999,170.18,,,,,,,,,,,United States,Mad Dog Fight Team,7-7-0.,0.5,Peso Leve
Matt Jaggers,21,21,0,175.26,63.049288,175.26,,,,,,,,,,,United States,Team Wolfpack,21-21-0.,0.5,Peso Pena
Shaun Asher,13,13,0,182.88,112.037224,182.88,,,,,,,,,,,United States,Alliance MMA Cincinnati,13-13-0.,0.5,Peso Pesado
Cortez Phelia,1,1,0,165.1,61.23492,165.1,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Galo
Kiamrian Abbasov,23,23,0,180.34,77.11064,180.34,,,,,,,,,,,Kyrgyzstan,,23-23-0.,0.5,Peso Meio-Médio
Alfie Davis,14,14,0,180.34,70.30676,180.34,,,,,,,,,,,England,London Shootfighters,14-14-0.,0.5,Peso Leve
Leon Taylor,1,1,0,0.0,65.77083999999999,0.0,,,,,,,,,,,United States,Sidekicks MMA,1-1-0.,0.5,Peso Leve
Chris Lane,13,13,0,172.72,63.50288,172.72,,,,,,,,,,,United States,Hard Drive MMA,13-13-0.,0.5,Peso Pena
DeWayne Diggs,3,3,0,182.88,84.821704,182.88,,,,,,,,,,,United States,,3-3-0.,0.5,Peso Meio-Pesado
Tang  Ren Xing,1,1,0,0.0,56.699,0.0,,,,,,,,,,,China,Wu Han Aranha BJJ Academy,1-1-0.,0.5,Peso Mosca
Brandon Shelton,21,21,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,United States,Blacklock's Vale-Tudo,21-21-0.,0.5,Peso Leve
Dominic Garcia,5,5,0,185.42,83.91452,185.42,,,,,,,,,,,United States,Glory MMA & Fitness,5-5-0.,0.5,Peso Médio
Saw Ba Oo,2,2,0,170.18,70.30676,170.18,,,,,,,,,,,Myanmar,Taung Ka Lay,2-2-0.,0.5,Peso Leve
Tom McKenna,7,7,0,180.34,61.23492,180.34,,,,,,,,,,,United States,Louisville MMA,7-7-0.,0.5,Peso Galo
David Pacheco,1,1,0,172.72,70.30676,172.72,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Leve
Sung Hyun Cho,0,0,0,177.8,65.77083999999999,177.8,,,,,,,,,,,South Korea,Crazy Kwang Gym,0-0-0.,0.0,Peso Leve
Nik Fekete,7,7,0,182.88,92.98636,182.88,,,,,,,,,,,United States,Xtreme Couture,7-7-0.,0.5,Peso Meio-Pesado
Alexandra Ballou,2,2,0,170.18,58.059776,170.18,,,,,,,,,,,United States,Ascension Athletics,2-2-0.,0.5,Peso Galo
Taeho Park,3,3,0,165.1,56.699,165.1,,,,,,,,,,,South Korea,10th Planet Jiu Jitsu Korea,3-3-0.,0.5,Peso Mosca
Thomas Schulte,20,20,0,175.26,70.30676,175.26,,,,,,,,,,,United States,Fit NHB,20-20-0.,0.5,Peso Leve
Scott Barrett,16,16,0,182.88,118.841104,182.88,,,,,,,,,,,United States,Blackzilians,16-16-0.,0.5,Peso Pesado
Felipe Enomoto,6,6,0,177.8,70.30676,177.8,,,,,,,,,,,Switzerland,Enomoto Dojo,6-6-0.,0.5,Peso Leve
Chris Harris,11,11,0,180.34,77.11064,180.34,,,,,,,,,,,United States,JMTK,11-11-0.,0.5,Peso Meio-Médio
Tok Sophon,2,2,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Cambodia,A Fighter,2-2-0.,0.5,Peso Mosca
Kaji Ebin,2,2,0,172.72,61.23492,172.72,,,,,,,,,,,Philippines,Ronins MMA and Fitness,2-2-0.,0.5,Peso Galo
Konklak Suphisara,6,6,0,154.94,52.16308,154.94,,,,,,,,,,,Thailand,Tiger Muay Thai,6-6-0.,0.5,Peso Mosca
Maycon Mendonca,11,11,0,187.96,77.11064,187.96,,,,,,,,,,,Brazil,Black House,11-11-0.,0.5,Peso Meio-Médio
Kane Mousah,13,13,0,177.8,70.30676,177.8,,,,,,,,,,,England,Team Rough House,13-13-0.,0.5,Peso Leve
Alexander Romanov,14,14,0,187.96,119.748288,187.96,,,,,,,,,,,Moldova,Lion Club,14-14-0.,0.5,Peso Pesado
Billy Swanson,4,4,0,187.96,113.398,187.96,,,,,,,,,,,United States,,4-4-0.,0.5,Peso Pesado
Manny Gamburyan,15,15,0,165.1,61.23492,165.1,,,,,,,,,,,United States,Team Hayastan,15-15-0.,0.5,Peso Galo
Justin Tenedora,2,2,0,172.72,61.23492,172.72,,,,,,,,,,,United States,American Kickboxing Academy,2-2-0.,0.5,Peso Galo
Aiden Lee,9,9,0,182.88,65.77083999999999,182.88,,,,,,,,,,,England,Fearless MMA,9-9-0.,0.5,Peso Leve
Branko Busick,2,2,0,185.42,92.98636,185.42,,,,,,,,,,,United States,Superfly MMA,2-2-0.,0.5,Peso Meio-Pesado
David Abisror,1,1,0,170.18,77.11064,170.18,,,,,,,,,,,Israel,Abisror MMA,1-1-0.,0.5,Peso Meio-Médio
Emmanuel Dawa,9,9,0,185.42,77.11064,185.42,,,,,,,,,,,France,Snake Team,9-9-0.,0.5,Peso Meio-Médio
Antonio dos Santos Jr.,9,9,0,177.8,77.11064,177.8,,,,,,,,,,,Brazil,MMA Masters,9-9-0.,0.5,Peso Meio-Médio
Xing Yu Ma,0,0,0,0.0,70.30676,0.0,,,,,,,,,,,China,Xian Sports University,0-0-0.,0.0,Peso Leve
Tommy Bagnasco,3,3,0,182.88,72.121128,182.88,,,,,,,,,,,United States,,3-3-0.,0.5,Peso Meio-Médio
Jenny Huang,5,5,0,154.94,47.627159999999996,154.94,,,,,,,,,,,Taiwan,Fairtex Gym,5-5-0.,0.5,Peso Palha
Michal Kita,20,20,0,185.42,102.511792,185.42,,,,,,,,,,,Poland,Masakra Team,20-20-0.,0.5,Peso Pesado
Javier Palacios,3,3,0,180.34,70.30676,180.34,,,,,,,,,,,United States,Luttrell-Yee MMA,3-3-0.,0.5,Peso Leve
Rebecca Ruth,6,6,0,162.56,56.699,162.56,,,,,,,,,,,United States,21st Century MMA,6-6-0.,0.5,Peso Mosca
Rob Gooch,4,4,0,175.26,65.77083999999999,175.26,,,,,,,,,,,United States,Gracie Barra Encino,4-4-0.,0.5,Peso Leve
Danasabe Mohammed,6,6,0,175.26,77.11064,175.26,,,,,,,,,,,United States,Napa Valley MMA,6-6-0.,0.5,Peso Meio-Médio
Cosmo Alexandre,8,8,0,187.96,70.30676,187.96,,,,,,,,,,,Brazil,Blackzilians,8-8-0.,0.5,Peso Leve
John Raio,2,2,0,0.0,68.0388,0.0,,,,,,,,,,,United States,First Class MMA,2-2-0.,0.5,Peso Leve
Dustin Collins-Miles,1,1,0,187.96,87.089664,187.96,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Meio-Pesado
Gemiyale Adkins,11,11,0,177.8,75.296272,177.8,,,,,,,,,,,United States,Team Balance,11-11-0.,0.5,Peso Meio-Médio
Jessica Middleton,5,5,0,170.18,56.699,170.18,,,,,,,,,,,United States,Fox Fitness,5-5-0.,0.5,Peso Mosca
Antoni Romulo,1,1,0,177.8,92.532768,177.8,,,,,,,,,,,Indonesia,Spider Academy,1-1-0.,0.5,Peso Meio-Pesado
Dom Clark,6,6,0,177.8,83.91452,177.8,,,,,,,,,,,England,Fight Science Gym,6-6-0.,0.5,Peso Médio
Agilan Thani,11,11,0,175.26,81.64656,175.26,,,,,,,,,,,Malaysia,Monarchy MMA,11-11-0.,0.5,Peso Médio
Shad Smith,15,15,0,167.64000000000001,70.30676,167.64000000000001,,,,,,,,,,,United States,Team Tapout,15-15-0.,0.5,Peso Leve
Eliot Corley,2,2,0,182.88,70.30676,182.88,,,,,,,,,,,United States,Tough MMA,2-2-0.,0.5,Peso Leve
Jeet Toshi,4,4,0,162.56,52.16308,162.56,,,,,,,,,,,India,,4-4-0.,0.5,Peso Mosca
Ruslan Emilbek Uulu,12,12,0,180.34,70.30676,180.34,,,,,,,,,,,Kyrgyzstan,Ak-Bars Team,12-12-0.,0.5,Peso Leve
Fabricio de Assis Costa da Silva,22,22,0,177.8,70.30676,177.8,,,,,,,,,,,Brazil,Ronildo Nobre Judo Club,22-22-0.,0.5,Peso Leve
Nate Grebb,3,3,0,180.34,70.30676,180.34,,,,,,,,,,,United States,,3-3-0.,0.5,Peso Leve
Xiong Xiong Cai,9,9,0,0.0,56.699,0.0,,,,,,,,,,,China,Sunkin International Fight Club,9-9-0.,0.5,Peso Mosca
Lee Percival,0,0,0,0.0,61.23492,0.0,,,,,,,,,,,England,Tap Out Knock Out MMA,0-0-0.,0.0,Peso Galo
Koshi Matsumoto,21,21,0,170.18,70.30676,170.18,,,,,,,,,,,Japan,M Platic,21-21-0.,0.5,Peso Leve
Jerald Williams,3,3,0,165.1,61.23492,165.1,,,,,,,,,,,United States,,3-3-0.,0.5,Peso Galo
Rui Chen,9,9,0,170.18,65.77083999999999,170.18,,,,,,,,,,,China,Ashura Fight Club,9-9-0.,0.5,Peso Leve
Daniel Stittgen,12,12,0,185.42,77.11064,185.42,,,,,,,,,,,United States,Midwest Training Center,12-12-0.,0.5,Peso Meio-Médio
Thiago      Santos,12,12,0,190.5,120.20188,190.5,,,,,,,,,,,Brazil,Imperio Fight,12-12-0.,0.5,Peso Pesado
K.B. Bhullar,8,8,0,193.04,83.91452,193.04,,,,,,,,,,,Canada,Shaved Bears MMA,8-8-0.,0.5,Peso Médio
Andrew Murphy,1,1,0,0.0,65.77083999999999,0.0,,,,,,,,,,,Ireland,Team Ryano MMA,1-1-0.,0.5,Peso Leve
Lee Morrison,19,19,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,United States,Warrior Camp,19-19-0.,0.5,Peso Leve
Salih Kulucan,6,6,0,167.64000000000001,61.23492,167.64000000000001,,,,,,,,,,,England,MMA Terror Squad,6-6-0.,0.5,Peso Galo
Micah Terrill,15,15,0,182.88,77.11064,182.88,,,,,,,,,,,United States,Conquest BJJ,15-15-0.,0.5,Peso Meio-Médio
Chris Davis,10,10,0,182.88,92.532768,182.88,,,,,,,,,,,United States,Team Headhunters,10-10-0.,0.5,Peso Meio-Pesado
Adi Paryanto,5,5,0,0.0,52.16308,0.0,,,,,,,,,,,Indonesia,IndoGym,5-5-0.,0.5,Peso Mosca
Neil Johnson,7,7,0,175.26,70.30676,175.26,,,,,,,,,,,United States,Disciple MMA,7-7-0.,0.5,Peso Leve
Jeremy Puglia,1,1,0,0.0,79.83219199999999,0.0,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Médio
Romero Cotton,5,5,0,177.8,83.91452,177.8,,,,,,,,,,,United States,American Kickboxing Academy,5-5-0.,0.5,Peso Médio
Michelle Pearce,1,1,0,162.56,58.96696,162.56,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Galo
Ngabdi Mulyadi,12,12,0,0.0,65.77083999999999,0.0,,,,,,,,,,,Indonesia,Lindu Aji Fighting Club,12-12-0.,0.5,Peso Leve
Tony Roberts,13,13,0,187.96,103.872568,187.96,,,,,,,,,,,United States,Remix MMA,13-13-0.,0.5,Peso Pesado
Tabatha Ann Watkins,3,3,0,160.02,48.080752,160.02,,,,,,,,,,,United States,Scorpion Fighting System,3-3-0.,0.5,Peso Palha
Brandon Warne,1,1,0,0.0,56.699,0.0,,,,,,,,,,,United States,Team Bombsquad,1-1-0.,0.5,Peso Mosca
Nikko Jackson,2,2,0,175.26,70.30676,175.26,,,,,,,,,,,United States,Team Undisputed Gladiators,2-2-0.,0.5,Peso Leve
Ernest James,1,1,0,190.5,118.387512,190.5,,,,,,,,,,,United States,American Kickboxing Academy,1-1-0.,0.5,Peso Pesado
Mor Atias,1,1,0,172.72,70.30676,172.72,,,,,,,,,,,Israel,,1-1-0.,0.5,Peso Leve
Darren Smith Jr.,16,16,0,175.26,71.667536,175.26,,,,,,,,,,,United States,OC Kickboxing,16-16-0.,0.5,Peso Meio-Médio
Raymond Tan,2,2,0,180.34,61.23492,180.34,,,,,,,,,,,Malaysia,Penang Top Team,2-2-0.,0.5,Peso Galo
Przemyslaw Mysiala,24,24,0,180.34,92.532768,180.34,,,,,,,,,,,Poland,London Shootfighters,24-24-0.,0.5,Peso Meio-Pesado
Yves Landu,16,16,0,172.72,70.30676,172.72,,,,,,,,,,,France,Snake Team,16-16-0.,0.5,Peso Leve
John Orr,6,6,0,187.96,116.573144,187.96,,,,,,,,,,,United States,K2L Grindhouse,6-6-0.,0.5,Peso Pesado
John-Ross Harkins,2,2,0,172.72,77.11064,172.72,,,,,,,,,,,Scotland,Alba Dornadair MMA team,2-2-0.,0.5,Peso Meio-Médio
Brogan Stewart-Ng,2,2,0,175.26,65.77083999999999,175.26,,,,,,,,,,,United States,F.A. Group Muay Thai Gym,2-2-0.,0.5,Peso Leve
Dawond Pickney,17,17,0,177.8,70.30676,177.8,,,,,,,,,,,United States,,17-17-0.,0.5,Peso Leve
Mitch Jackson,19,19,0,0.0,65.77083999999999,0.0,,,,,,,,,,,United States,American Top Team Savage,19-19-0.,0.5,Peso Leve
Bryony Tyrell,4,4,0,0.0,52.16308,0.0,,,,,,,,,,,England,Exiles MMA,4-4-0.,0.5,Peso Mosca
Jason Meisel,5,5,0,177.8,72.121128,177.8,,,,,,,,,,,Canada,House of Champions,5-5-0.,0.5,Peso Meio-Médio
Sung Jong Lee,4,4,0,167.64000000000001,70.30676,167.64000000000001,,,,,,,,,,,South Korea,Cheonan Gym,4-4-0.,0.5,Peso Leve
Jimmy Jones,4,4,0,180.34,68.945984,180.34,,,,,,,,,,,United States,Xtreme Couture,4-4-0.,0.5,Peso Leve
Kywan Gracie,1,1,0,180.34,83.91452,180.34,,,,,,,,,,,Brazil,,1-1-0.,0.5,Peso Médio
Cliff Wright,12,12,0,180.34,77.11064,180.34,,,,,,,,,,,United States,Swing First MMA,12-12-0.,0.5,Peso Meio-Médio
Fadi Haiyadre,1,1,0,0.0,77.11064,0.0,,,,,,,,,,,Israel,,1-1-0.,0.5,Peso Meio-Médio
Erik Gunha,0,0,0,170.18,56.699,170.18,,,,,,,,,,,United States,American Kickboxing Academy,0-0-0.,0.0,Peso Mosca
Dom O'Grady,16,16,0,182.88,70.30676,182.88,,,,,,,,,,,United States,H8 Squad,16-16-0.,0.5,Peso Leve
Domingos Barros,6,6,0,193.04,120.20188,193.04,,,,,,,,,,,Cape Verde,Porto Fight Club,6-6-0.,0.5,Peso Pesado
Nicholas Lee,3,3,0,172.72,56.699,172.72,,,,,,,,,,,Singapore,Yorky Mixed Martial Arts,3-3-0.,0.5,Peso Mosca
Haruo Ochi,19,19,0,160.02,52.16308,160.02,,,,,,,,,,,Japan,Paraestra Ehime,19-19-0.,0.5,Peso Mosca
Hao Yi Jie,0,0,0,0.0,56.699,0.0,,,,,,,,,,,China,Shunyuan Fight Club,0-0-0.,0.0,Peso Mosca
Matt Riddle,8,8,0,185.42,77.11064,185.42,,,,,,,,,,,United States,Throwdown,8-8-0.,0.5,Peso Meio-Médio
Cody Jones,7,7,0,185.42,77.11064,185.42,,,,,,,,,,,United States,,7-7-0.,0.5,Peso Meio-Médio
Marlen Magee,4,4,0,180.34,70.30676,180.34,,,,,,,,,,,United States,Subfighter,4-4-0.,0.5,Peso Leve
J.J. Aldrich,9,9,0,165.1,56.699,165.1,,,,,,,,,,,United States,Freedom Fighters,9-9-0.,0.5,Peso Mosca
Khuukhenkhuu Amartuvshin,10,10,0,170.18,70.30676,170.18,,,,,,,,,,,Mongolia,,10-10-0.,0.5,Peso Leve
Taylor Solomon,4,4,0,185.42,70.30676,185.42,,,,,,,,,,,Canada,Iroquois MMA,4-4-0.,0.5,Peso Leve
Sotir Kichukov,13,13,0,170.18,61.23492,170.18,,,,,,,,,,,Bulgaria,Saigon Sports Club,13-13-0.,0.5,Peso Galo
Jozette Cotton,8,8,0,175.26,68.0388,175.26,,,,,,,,,,,United States,Premier Combat Center,8-8-0.,0.5,Peso Leve
Shaun Taylor,8,8,0,0.0,83.91452,0.0,,,,,,,,,,,Scotland,Dinky Ninjas,8-8-0.,0.5,Peso Médio
Hlit  Hlit Lay,0,0,0,165.1,65.77083999999999,165.1,,,,,,,,,,,Myanmar,A Phyu Yaung Thway Thit,0-0-0.,0.0,Peso Leve
Christopher Reyes,0,0,0,172.72,83.91452,172.72,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Médio
Rebecca Bryggman,0,0,0,160.02,47.627159999999996,160.02,,,,,,,,,,,United States,Kai MMA,0-0-0.,0.0,Peso Palha
Donnie Bell,8,8,0,167.64000000000001,70.30676,167.64000000000001,,,,,,,,,,,United States,Arlington MMA,8-8-0.,0.5,Peso Leve
Brad Robison,0,0,0,0.0,64.863656,0.0,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Pena
Saiful Merican,5,5,0,165.1,56.699,165.1,,,,,,,,,,,Malaysia,Merican Muay Thai Gym,5-5-0.,0.5,Peso Mosca
Xiaoyang Liu,4,4,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,China,Team BKS,4-4-0.,0.5,Peso Mosca
Sean Felton,5,5,0,185.42,70.30676,185.42,,,,,,,,,,,United States,WNY MMA,5-5-0.,0.5,Peso Leve
Jamario Mulder,2,2,0,170.18,79.3786,170.18,,,,,,,,,,,United States,The Weapons Factory,2-2-0.,0.5,Peso Médio
